key,region,cat1,cat2,amount,time
422,서울특별시,090. 보건,093. 식품의약안전,6049,2012
423,서울특별시,100. 농림해양수산,101. 농업 및 농촌,79490,2012
424,서울특별시,100. 농림해양수산,102. 임업 및 산촌,5550,2012
425,서울특별시,100. 농림해양수산,103. 해양수산 및 어촌,0,2012
426,서울특별시,110. 산업 및 중소기업,112. 산업기술지원,247,2012
427,서울특별시,110. 산업 및 중소기업,113. 무역 및 투자유치,10243,2012
428,서울특별시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,191150,2012
429,서울특별시,110. 산업 및 중소기업,115. 에너지 및 자원개발,356,2012
430,서울특별시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,48013,2012
431,서울특별시,120. 수송 및 교통,121. 도로,846369,2012
432,서울특별시,120. 수송 및 교통,123. 도시철도,280850,2012
433,서울특별시,120. 수송 및 교통,124. 해운 및 항만,0,2012
434,서울특별시,120. 수송 및 교통,125. 항공 및 공항,0,2012
435,서울특별시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",2749254,2012
436,서울특별시,140. 국토 및 지역개발,141. 수자원,313363,2012
437,서울특별시,140. 국토 및 지역개발,142. 지역 및 도시,1720283,2012
438,서울특별시,140. 국토 및 지역개발,143. 산업단지,2496,2012
439,서울특별시,150. 과학기술,153. 과학기술일반,0,2012
440,서울특별시,160. 예비비,161. 예비비,228897,2012
441,서울특별시,900. 기타,901. 기타,3716883,2012
442,울산광역시,010. 일반공공행정,011. 입법 및 선거관리,6983,2012
443,울산광역시,010. 일반공공행정,013. 지방행정 및 재정지원,249488,2012
444,울산광역시,010. 일반공공행정,014. 재정 및 금융,195579,2012
445,울산광역시,010. 일반공공행정,016. 일반행정,132873,2012
446,울산광역시,020. 공공질서 및 안전,023. 경찰,0,2012
447,울산광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,45600,2012
448,울산광역시,050. 교육,051. 유아 및 초중등 교육,193636,2012
449,울산광역시,050. 교육,052. 고등교육,15964,2012
450,울산광역시,050. 교육,053. 평생 및 직업교육,3124,2012
451,울산광역시,060. 문화 및 관광,061. 문화예술,52828,2012
452,울산광역시,060. 문화 및 관광,062. 관광,42153,2012
453,울산광역시,060. 문화 및 관광,063. 체육,68187,2012
454,울산광역시,060. 문화 및 관광,064. 문화재,24019,2012
455,울산광역시,060. 문화 및 관광,065. 문화 및 관광 일반,9,2012
456,울산광역시,070. 환경보호,071. 상하수도 및 수질,210339,2012
457,울산광역시,070. 환경보호,072. 폐기물,70428,2012
458,울산광역시,070. 환경보호,073. 대기,11343,2012
459,울산광역시,070. 환경보호,074. 자연,6948,2012
460,울산광역시,070. 환경보호,075. 해양,0,2012
461,울산광역시,070. 환경보호,076. 환경보호일반,12864,2012
462,울산광역시,080. 사회복지,081. 기초생활보장,217312,2012
463,울산광역시,080. 사회복지,082. 취약계층지원,131857,2012
464,울산광역시,080. 사회복지,"084. 보육, 가족 및 여성",269072,2012
465,울산광역시,080. 사회복지,085. 노인 및 청소년,183657,2012
466,울산광역시,080. 사회복지,086. 노동,17816,2012
467,울산광역시,080. 사회복지,087. 보훈,3137,2012
468,울산광역시,080. 사회복지,088. 주택,395,2012
469,울산광역시,080. 사회복지,089. 사회복지일반,9588,2012
470,울산광역시,090. 보건,091. 보건의료,52044,2012
471,울산광역시,090. 보건,093. 식품의약안전,3942,2012
472,울산광역시,100. 농림해양수산,101. 농업 및 농촌,71907,2012
473,울산광역시,100. 농림해양수산,102. 임업 및 산촌,42551,2012
474,울산광역시,100. 농림해양수산,103. 해양수산 및 어촌,13688,2012
475,울산광역시,110. 산업 및 중소기업,112. 산업기술지원,4045,2012
476,울산광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,13323,2012
477,울산광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,44486,2012
478,울산광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,890,2012
479,울산광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,1693,2012
480,울산광역시,120. 수송 및 교통,121. 도로,281542,2012
481,울산광역시,120. 수송 및 교통,123. 도시철도,0,2012
482,울산광역시,120. 수송 및 교통,124. 해운 및 항만,21,2012
483,울산광역시,120. 수송 및 교통,125. 항공 및 공항,0,2012
484,울산광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",135372,2012
485,울산광역시,140. 국토 및 지역개발,141. 수자원,45171,2012
486,울산광역시,140. 국토 및 지역개발,142. 지역 및 도시,119760,2012
487,울산광역시,140. 국토 및 지역개발,143. 산업단지,209952,2012
488,울산광역시,150. 과학기술,153. 과학기술일반,0,2012
489,울산광역시,160. 예비비,161. 예비비,44185,2012
490,울산광역시,900. 기타,901. 기타,383573,2012
491,인천광역시,010. 일반공공행정,011. 입법 및 선거관리,13017,2012
492,인천광역시,010. 일반공공행정,013. 지방행정 및 재정지원,473074,2012
493,인천광역시,010. 일반공공행정,014. 재정 및 금융,286725,2012
494,인천광역시,010. 일반공공행정,016. 일반행정,244239,2012
495,인천광역시,020. 공공질서 및 안전,023. 경찰,0,2012
496,인천광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,72082,2012
497,인천광역시,050. 교육,051. 유아 및 초중등 교육,659219,2012
498,인천광역시,050. 교육,052. 고등교육,183091,2012
499,인천광역시,050. 교육,053. 평생 및 직업교육,32170,2012
500,인천광역시,060. 문화 및 관광,061. 문화예술,111431,2012
501,인천광역시,060. 문화 및 관광,062. 관광,22072,2012
502,인천광역시,060. 문화 및 관광,063. 체육,571387,2012
503,인천광역시,060. 문화 및 관광,064. 문화재,26226,2012
504,인천광역시,060. 문화 및 관광,065. 문화 및 관광 일반,3516,2012
505,인천광역시,070. 환경보호,071. 상하수도 및 수질,391735,2012
506,인천광역시,070. 환경보호,072. 폐기물,185937,2012
507,인천광역시,070. 환경보호,073. 대기,31023,2012
508,인천광역시,070. 환경보호,074. 자연,5357,2012
509,인천광역시,070. 환경보호,075. 해양,13774,2012
510,인천광역시,070. 환경보호,076. 환경보호일반,12660,2012
511,인천광역시,080. 사회복지,081. 기초생활보장,766660,2012
512,인천광역시,080. 사회복지,082. 취약계층지원,293549,2012
513,인천광역시,080. 사회복지,"084. 보육, 가족 및 여성",790599,2012
514,인천광역시,080. 사회복지,085. 노인 및 청소년,549750,2012
515,인천광역시,080. 사회복지,086. 노동,50045,2012
516,인천광역시,080. 사회복지,087. 보훈,35969,2012
517,인천광역시,080. 사회복지,088. 주택,26054,2012
518,인천광역시,080. 사회복지,089. 사회복지일반,39189,2012
519,인천광역시,090. 보건,091. 보건의료,159293,2012
520,인천광역시,090. 보건,093. 식품의약안전,2648,2012
521,인천광역시,100. 농림해양수산,101. 농업 및 농촌,130073,2012
522,인천광역시,100. 농림해양수산,102. 임업 및 산촌,30325,2012
523,인천광역시,100. 농림해양수산,103. 해양수산 및 어촌,65805,2012
524,인천광역시,110. 산업 및 중소기업,112. 산업기술지원,277,2012
525,인천광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,4756,2012
526,인천광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,61388,2012
527,인천광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,15493,2012
528,인천광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,27365,2012
529,인천광역시,120. 수송 및 교통,121. 도로,297863,2012
530,인천광역시,120. 수송 및 교통,123. 도시철도,533925,2012
531,인천광역시,120. 수송 및 교통,124. 해운 및 항만,114,2012
532,인천광역시,120. 수송 및 교통,125. 항공 및 공항,10,2012
533,인천광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",741151,2012
534,인천광역시,140. 국토 및 지역개발,141. 수자원,26967,2012
535,인천광역시,140. 국토 및 지역개발,142. 지역 및 도시,1379925,2012
536,인천광역시,140. 국토 및 지역개발,143. 산업단지,0,2012
537,인천광역시,150. 과학기술,153. 과학기술일반,0,2012
538,인천광역시,160. 예비비,161. 예비비,96471,2012
539,인천광역시,900. 기타,901. 기타,949552,2012
540,전라남도,010. 일반공공행정,011. 입법 및 선거관리,23721,2012
541,전라남도,010. 일반공공행정,013. 지방행정 및 재정지원,469007,2012
542,전라남도,010. 일반공공행정,014. 재정 및 금융,7939,2012
543,전라남도,010. 일반공공행정,016. 일반행정,500605,2012
544,전라남도,020. 공공질서 및 안전,023. 경찰,0,2012
545,전라남도,020. 공공질서 및 안전,025. 재난방재 및 민방위,352375,2012
546,전라남도,050. 교육,051. 유아 및 초중등 교육,208875,2012
547,전라남도,050. 교육,052. 고등교육,35350,2012
548,전라남도,050. 교육,053. 평생 및 직업교육,24303,2012
549,전라남도,060. 문화 및 관광,061. 문화예술,150938,2012
550,전라남도,060. 문화 및 관광,062. 관광,372830,2012
551,전라남도,060. 문화 및 관광,063. 체육,163654,2012
552,전라남도,060. 문화 및 관광,064. 문화재,121779,2012
553,전라남도,060. 문화 및 관광,065. 문화 및 관광 일반,13749,2012
554,전라남도,070. 환경보호,071. 상하수도 및 수질,1079545,2012
555,전라남도,070. 환경보호,072. 폐기물,173716,2012
556,전라남도,070. 환경보호,073. 대기,14998,2012
557,전라남도,070. 환경보호,074. 자연,32779,2012
558,전라남도,070. 환경보호,075. 해양,30023,2012
559,전라남도,070. 환경보호,076. 환경보호일반,39112,2012
560,전라남도,080. 사회복지,081. 기초생활보장,973136,2012
561,전라남도,080. 사회복지,082. 취약계층지원,315366,2012
562,전라남도,080. 사회복지,"084. 보육, 가족 및 여성",618071,2012
563,전라남도,080. 사회복지,085. 노인 및 청소년,915627,2012
564,전라남도,080. 사회복지,086. 노동,16983,2012
565,전라남도,080. 사회복지,087. 보훈,7009,2012
566,전라남도,080. 사회복지,088. 주택,11314,2012
567,전라남도,080. 사회복지,089. 사회복지일반,37612,2012
568,전라남도,090. 보건,091. 보건의료,193751,2012
569,전라남도,090. 보건,093. 식품의약안전,3226,2012
570,전라남도,100. 농림해양수산,101. 농업 및 농촌,1930473,2012
571,전라남도,100. 농림해양수산,102. 임업 및 산촌,411293,2012
572,전라남도,100. 농림해양수산,103. 해양수산 및 어촌,309186,2012
573,전라남도,110. 산업 및 중소기업,112. 산업기술지원,5596,2012
574,전라남도,110. 산업 및 중소기업,113. 무역 및 투자유치,53688,2012
575,전라남도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,85231,2012
576,전라남도,110. 산업 및 중소기업,115. 에너지 및 자원개발,29788,2012
577,전라남도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,62195,2012
578,전라남도,120. 수송 및 교통,121. 도로,530774,2012
579,전라남도,120. 수송 및 교통,123. 도시철도,0,2012
580,전라남도,120. 수송 및 교통,124. 해운 및 항만,20253,2012
581,전라남도,120. 수송 및 교통,125. 항공 및 공항,70,2012
582,전라남도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",258323,2012
583,전라남도,140. 국토 및 지역개발,141. 수자원,165811,2012
584,전라남도,140. 국토 및 지역개발,142. 지역 및 도시,1137114,2012
585,전라남도,140. 국토 및 지역개발,143. 산업단지,75987,2012
586,전라남도,150. 과학기술,153. 과학기술일반,0,2012
587,전라남도,160. 예비비,161. 예비비,166502,2012
588,전라남도,900. 기타,901. 기타,1524011,2012
589,전라북도,010. 일반공공행정,011. 입법 및 선거관리,19467,2012
590,전라북도,010. 일반공공행정,013. 지방행정 및 재정지원,250001,2012
591,전라북도,010. 일반공공행정,014. 재정 및 금융,291132,2012
592,전라북도,010. 일반공공행정,016. 일반행정,362079,2012
593,전라북도,020. 공공질서 및 안전,023. 경찰,0,2012
594,전라북도,020. 공공질서 및 안전,025. 재난방재 및 민방위,266934,2012
595,전라북도,050. 교육,051. 유아 및 초중등 교육,258499,2012
596,전라북도,050. 교육,052. 고등교육,2327,2012
597,전라북도,050. 교육,053. 평생 및 직업교육,23566,2012
598,전라북도,060. 문화 및 관광,061. 문화예술,174062,2012
599,전라북도,060. 문화 및 관광,062. 관광,128835,2012
600,전라북도,060. 문화 및 관광,063. 체육,124968,2012
601,전라북도,060. 문화 및 관광,064. 문화재,65561,2012
602,전라북도,060. 문화 및 관광,065. 문화 및 관광 일반,30345,2012
603,전라북도,070. 환경보호,071. 상하수도 및 수질,866455,2012
604,전라북도,070. 환경보호,072. 폐기물,153976,2012
605,전라북도,070. 환경보호,073. 대기,11259,2012
606,전라북도,070. 환경보호,074. 자연,9358,2012
607,전라북도,070. 환경보호,075. 해양,794,2012
608,전라북도,070. 환경보호,076. 환경보호일반,24691,2012
609,전라북도,080. 사회복지,081. 기초생활보장,1034238,2012
610,전라북도,080. 사회복지,082. 취약계층지원,290611,2012
611,전라북도,080. 사회복지,"084. 보육, 가족 및 여성",576602,2012
612,전라북도,080. 사회복지,085. 노인 및 청소년,683701,2012
613,전라북도,080. 사회복지,086. 노동,48418,2012
614,전라북도,080. 사회복지,087. 보훈,7214,2012
615,전라북도,080. 사회복지,088. 주택,4821,2012
616,전라북도,080. 사회복지,089. 사회복지일반,69547,2012
617,전라북도,090. 보건,091. 보건의료,137463,2012
618,전라북도,090. 보건,093. 식품의약안전,2121,2012
619,전라북도,100. 농림해양수산,101. 농업 및 농촌,1459075,2012
620,전라북도,100. 농림해양수산,102. 임업 및 산촌,266630,2012
621,전라북도,100. 농림해양수산,103. 해양수산 및 어촌,84054,2012
622,전라북도,110. 산업 및 중소기업,112. 산업기술지원,8626,2012
623,전라북도,110. 산업 및 중소기업,113. 무역 및 투자유치,36259,2012
624,전라북도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,164363,2012
625,전라북도,110. 산업 및 중소기업,115. 에너지 및 자원개발,28900,2012
626,전라북도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,29131,2012
627,전라북도,120. 수송 및 교통,121. 도로,273339,2012
628,전라북도,120. 수송 및 교통,123. 도시철도,0,2012
629,전라북도,120. 수송 및 교통,124. 해운 및 항만,1294,2012
630,전라북도,120. 수송 및 교통,125. 항공 및 공항,108,2012
631,전라북도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",192226,2012
632,전라북도,140. 국토 및 지역개발,141. 수자원,401228,2012
633,전라북도,140. 국토 및 지역개발,142. 지역 및 도시,452009,2012
634,전라북도,140. 국토 및 지역개발,143. 산업단지,143368,2012
635,전라북도,150. 과학기술,153. 과학기술일반,0,2012
636,전라북도,160. 예비비,161. 예비비,157718,2012
637,전라북도,900. 기타,901. 기타,1167586,2012
638,제주도,010. 일반공공행정,011. 입법 및 선거관리,5372,2012
639,제주도,010. 일반공공행정,013. 지방행정 및 재정지원,234937,2012
640,제주도,010. 일반공공행정,014. 재정 및 금융,0,2012
641,제주도,010. 일반공공행정,016. 일반행정,134433,2012
642,제주도,020. 공공질서 및 안전,023. 경찰,1447,2012
643,제주도,020. 공공질서 및 안전,025. 재난방재 및 민방위,124937,2012
644,제주도,050. 교육,051. 유아 및 초중등 교육,37132,2012
645,제주도,050. 교육,052. 고등교육,683,2012
646,제주도,050. 교육,053. 평생 및 직업교육,2578,2012
647,제주도,060. 문화 및 관광,061. 문화예술,51152,2012
648,제주도,060. 문화 및 관광,062. 관광,31391,2012
649,제주도,060. 문화 및 관광,063. 체육,52258,2012
650,제주도,060. 문화 및 관광,064. 문화재,18447,2012
651,제주도,060. 문화 및 관광,065. 문화 및 관광 일반,22393,2012
652,제주도,070. 환경보호,071. 상하수도 및 수질,216467,2012
653,제주도,070. 환경보호,072. 폐기물,36461,2012
654,제주도,070. 환경보호,073. 대기,3218,2012
655,제주도,070. 환경보호,074. 자연,62801,2012
656,제주도,070. 환경보호,075. 해양,4009,2012
657,제주도,070. 환경보호,076. 환경보호일반,2175,2012
658,제주도,080. 사회복지,081. 기초생활보장,161649,2012
659,제주도,080. 사회복지,082. 취약계층지원,56807,2012
660,제주도,080. 사회복지,"084. 보육, 가족 및 여성",180380,2012
661,제주도,080. 사회복지,085. 노인 및 청소년,119977,2012
662,제주도,080. 사회복지,086. 노동,14687,2012
663,제주도,080. 사회복지,087. 보훈,3744,2012
664,제주도,080. 사회복지,088. 주택,2479,2012
665,제주도,080. 사회복지,089. 사회복지일반,2175,2012
666,제주도,090. 보건,091. 보건의료,27937,2012
667,제주도,090. 보건,093. 식품의약안전,775,2012
668,제주도,100. 농림해양수산,101. 농업 및 농촌,305833,2012
669,제주도,100. 농림해양수산,102. 임업 및 산촌,19202,2012
670,제주도,100. 농림해양수산,103. 해양수산 및 어촌,93255,2012
671,제주도,110. 산업 및 중소기업,112. 산업기술지원,0,2012
672,제주도,110. 산업 및 중소기업,113. 무역 및 투자유치,14392,2012
673,제주도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,44428,2012
674,제주도,110. 산업 및 중소기업,115. 에너지 및 자원개발,12726,2012
675,제주도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,17463,2012
676,제주도,120. 수송 및 교통,121. 도로,202256,2012
677,제주도,120. 수송 및 교통,123. 도시철도,0,2012
678,제주도,120. 수송 및 교통,124. 해운 및 항만,72441,2012
679,제주도,120. 수송 및 교통,125. 항공 및 공항,982,2012
680,제주도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",64299,2012
681,제주도,140. 국토 및 지역개발,141. 수자원,0,2012
682,제주도,140. 국토 및 지역개발,142. 지역 및 도시,146467,2012
683,제주도,140. 국토 및 지역개발,143. 산업단지,0,2012
684,제주도,150. 과학기술,153. 과학기술일반,0,2012
685,제주도,160. 예비비,161. 예비비,24640,2012
686,제주도,900. 기타,901. 기타,443812,2012
687,충청남도,010. 일반공공행정,011. 입법 및 선거관리,19507,2012
688,충청남도,010. 일반공공행정,013. 지방행정 및 재정지원,392358,2012
689,충청남도,010. 일반공공행정,014. 재정 및 금융,317281,2012
690,충청남도,010. 일반공공행정,016. 일반행정,350733,2012
691,충청남도,020. 공공질서 및 안전,023. 경찰,86,2012
692,충청남도,020. 공공질서 및 안전,025. 재난방재 및 민방위,389486,2012
693,충청남도,050. 교육,051. 유아 및 초중등 교육,276667,2012
694,충청남도,050. 교육,052. 고등교육,9422,2012
695,충청남도,050. 교육,053. 평생 및 직업교육,29407,2012
696,충청남도,060. 문화 및 관광,061. 문화예술,158498,2012
697,충청남도,060. 문화 및 관광,062. 관광,97803,2012
698,충청남도,060. 문화 및 관광,063. 체육,164971,2012
699,충청남도,060. 문화 및 관광,064. 문화재,72898,2012
700,충청남도,060. 문화 및 관광,065. 문화 및 관광 일반,9122,2012
701,충청남도,070. 환경보호,071. 상하수도 및 수질,1358082,2012
702,충청남도,070. 환경보호,072. 폐기물,170767,2012
703,충청남도,070. 환경보호,073. 대기,6808,2012
704,충청남도,070. 환경보호,074. 자연,33668,2012
705,충청남도,070. 환경보호,075. 해양,1793,2012
706,충청남도,070. 환경보호,076. 환경보호일반,28666,2012
707,충청남도,080. 사회복지,081. 기초생활보장,769322,2012
708,충청남도,080. 사회복지,082. 취약계층지원,300907,2012
709,충청남도,080. 사회복지,"084. 보육, 가족 및 여성",530462,2012
710,충청남도,080. 사회복지,085. 노인 및 청소년,623261,2012
711,충청남도,080. 사회복지,086. 노동,42192,2012
712,충청남도,080. 사회복지,087. 보훈,18094,2012
713,충청남도,080. 사회복지,088. 주택,32960,2012
714,충청남도,080. 사회복지,089. 사회복지일반,64781,2012
715,충청남도,090. 보건,091. 보건의료,176336,2012
716,충청남도,090. 보건,093. 식품의약안전,4683,2012
717,충청남도,100. 농림해양수산,101. 농업 및 농촌,1348982,2012
718,충청남도,100. 농림해양수산,102. 임업 및 산촌,262427,2012
719,충청남도,100. 농림해양수산,103. 해양수산 및 어촌,135463,2012
720,충청남도,110. 산업 및 중소기업,112. 산업기술지원,8950,2012
721,충청남도,110. 산업 및 중소기업,113. 무역 및 투자유치,11369,2012
722,충청남도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,82839,2012
723,충청남도,110. 산업 및 중소기업,115. 에너지 및 자원개발,61416,2012
724,충청남도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,36774,2012
725,충청남도,120. 수송 및 교통,121. 도로,298471,2012
726,충청남도,120. 수송 및 교통,123. 도시철도,55,2012
727,충청남도,120. 수송 및 교통,124. 해운 및 항만,752,2012
728,충청남도,120. 수송 및 교통,125. 항공 및 공항,0,2012
729,충청남도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",224302,2012
730,충청남도,140. 국토 및 지역개발,141. 수자원,152980,2012
731,충청남도,140. 국토 및 지역개발,142. 지역 및 도시,956023,2012
732,충청남도,140. 국토 및 지역개발,143. 산업단지,370319,2012
733,충청남도,150. 과학기술,153. 과학기술일반,0,2012
734,충청남도,160. 예비비,161. 예비비,143141,2012
735,충청남도,900. 기타,901. 기타,1203813,2012
736,충청북도,010. 일반공공행정,011. 입법 및 선거관리,14169,2012
737,충청북도,010. 일반공공행정,013. 지방행정 및 재정지원,467500,2012
738,충청북도,010. 일반공공행정,014. 재정 및 금융,1635,2012
739,충청북도,010. 일반공공행정,016. 일반행정,244703,2012
740,충청북도,020. 공공질서 및 안전,023. 경찰,116,2012
741,충청북도,020. 공공질서 및 안전,025. 재난방재 및 민방위,299961,2012
742,충청북도,050. 교육,051. 유아 및 초중등 교육,174788,2012
743,충청북도,050. 교육,052. 고등교육,17014,2012
744,충청북도,050. 교육,053. 평생 및 직업교육,11729,2012
745,충청북도,060. 문화 및 관광,061. 문화예술,81892,2012
746,충청북도,060. 문화 및 관광,062. 관광,90857,2012
747,충청북도,060. 문화 및 관광,063. 체육,149520,2012
748,충청북도,060. 문화 및 관광,064. 문화재,43649,2012
749,충청북도,060. 문화 및 관광,065. 문화 및 관광 일반,0,2012
750,충청북도,070. 환경보호,071. 상하수도 및 수질,734759,2012
751,충청북도,070. 환경보호,072. 폐기물,108016,2012
752,충청북도,070. 환경보호,073. 대기,7849,2012
753,충청북도,070. 환경보호,074. 자연,19847,2012
754,충청북도,070. 환경보호,075. 해양,0,2012
755,충청북도,070. 환경보호,076. 환경보호일반,20323,2012
756,충청북도,080. 사회복지,081. 기초생활보장,540718,2012
757,충청북도,080. 사회복지,082. 취약계층지원,252553,2012
758,충청북도,080. 사회복지,"084. 보육, 가족 및 여성",498441,2012
759,충청북도,080. 사회복지,085. 노인 및 청소년,494518,2012
760,충청북도,080. 사회복지,086. 노동,25220,2012
761,충청북도,080. 사회복지,087. 보훈,6112,2012
762,충청북도,080. 사회복지,088. 주택,17807,2012
763,충청북도,080. 사회복지,089. 사회복지일반,39391,2012
764,충청북도,090. 보건,091. 보건의료,126955,2012
765,충청북도,090. 보건,093. 식품의약안전,4303,2012
766,충청북도,100. 농림해양수산,101. 농업 및 농촌,746535,2012
767,충청북도,100. 농림해양수산,102. 임업 및 산촌,167172,2012
768,충청북도,100. 농림해양수산,103. 해양수산 및 어촌,7234,2012
769,충청북도,110. 산업 및 중소기업,112. 산업기술지원,9384,2012
770,충청북도,110. 산업 및 중소기업,113. 무역 및 투자유치,31733,2012
771,충청북도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,99557,2012
772,충청북도,110. 산업 및 중소기업,115. 에너지 및 자원개발,11837,2012
773,충청북도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,27218,2012
774,충청북도,120. 수송 및 교통,121. 도로,450254,2012
775,충청북도,120. 수송 및 교통,123. 도시철도,0,2012
776,충청북도,120. 수송 및 교통,124. 해운 및 항만,0,2012
777,충청북도,120. 수송 및 교통,125. 항공 및 공항,608,2012
778,충청북도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",188345,2012
779,충청북도,140. 국토 및 지역개발,141. 수자원,49254,2012
780,충청북도,140. 국토 및 지역개발,142. 지역 및 도시,357140,2012
781,충청북도,140. 국토 및 지역개발,143. 산업단지,181273,2012
782,충청북도,150. 과학기술,153. 과학기술일반,0,2012
783,충청북도,160. 예비비,161. 예비비,115916,2012
784,충청북도,900. 기타,901. 기타,884336,2012
785,강원도,010. 일반공공행정,011. 입법 및 선거관리,6995735,2013
786,강원도,010. 일반공공행정,013. 지방행정 및 재정지원,158787452,2013
787,강원도,010. 일반공공행정,014. 재정 및 금융,5649398,2013
788,강원도,010. 일반공공행정,016. 일반행정,48159327,2013
789,강원도,020. 공공질서 및 안전,023. 경찰,43000,2013
790,강원도,020. 공공질서 및 안전,025. 재난방재 및 민방위,142799531,2013
791,강원도,050. 교육,051. 유아 및 초중등 교육,155157346,2013
792,강원도,050. 교육,052. 고등교육,7775000,2013
793,강원도,050. 교육,053. 평생 및 직업교육,0,2013
794,강원도,060. 문화 및 관광,061. 문화예술,27141760,2013
795,강원도,060. 문화 및 관광,062. 관광,49197819,2013
796,강원도,060. 문화 및 관광,063. 체육,173517190,2013
797,강원도,060. 문화 및 관광,064. 문화재,21422495,2013
798,강원도,060. 문화 및 관광,065. 문화 및 관광 일반,951596,2013
799,강원도,070. 환경보호,071. 상하수도 및 수질,282360488,2013
800,강원도,070. 환경보호,072. 폐기물,22922429,2013
801,강원도,070. 환경보호,073. 대기,537567,2013
802,강원도,070. 환경보호,074. 자연,12625270,2013
803,강원도,070. 환경보호,075. 해양,6681000,2013
804,강원도,070. 환경보호,076. 환경보호 일반,13754246,2013
805,강원도,080. 사회복지,081. 기초생활보장,193334721,2013
806,강원도,080. 사회복지,082. 취약계층지원,82937793,2013
807,강원도,080. 사회복지,"084. 보육, 가족 및 여성",221493902,2013
808,강원도,080. 사회복지,085. 노인 및 청소년,224755344,2013
809,강원도,080. 사회복지,086. 노동,18641139,2013
810,강원도,080. 사회복지,087. 보훈,282000,2013
811,강원도,080. 사회복지,088. 주택,0,2013
812,강원도,080. 사회복지,089. 사회복지일반,13765568,2013
813,강원도,090. 보건,091. 보건의료,37307808,2013
814,강원도,090. 보건,093. 식품의약안전,469745,2013
815,강원도,100. 농림해양수산,101. 농업 및 농촌,264611300,2013
816,강원도,100. 농림해양수산,102. 임업 및 산촌,139569528,2013
817,강원도,100. 농림해양수산,103. 해양수산 및 어촌,42810221,2013
818,강원도,110. 산업 및 중소기업,111. 산업금융지원,12117053,2013
819,강원도,110. 산업 및 중소기업,112. 산업기술지원,4603770,2013
820,강원도,110. 산업 및 중소기업,113. 무역 및 투자유치,806781,2013
821,강원도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,44447800,2013
822,강원도,110. 산업 및 중소기업,115. 에너지 및 자원개발,10468065,2013
823,강원도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,0,2013
824,강원도,120. 수송 및 교통,121. 도로,165297349,2013
825,강원도,120. 수송 및 교통,123. 도시철도,0,2013
826,강원도,120. 수송 및 교통,124. 해운 및 항만,0,2013
827,강원도,120. 수송 및 교통,125. 항공 및 공항,0,2013
828,강원도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",12965265,2013
829,강원도,140. 국토 및 지역개발,141. 수자원,131508546,2013
830,강원도,140. 국토 및 지역개발,142. 지역 및 도시,132477926,2013
831,강원도,140. 국토 및 지역개발,143. 산업단지,0,2013
832,강원도,150. 과학기술,152. 과학기술연구지원,0,2013
833,강원도,150. 과학기술,153. 과학기술일반,1456800,2013
834,강원도,160. 예비비,161. 예비비,47659346,2013
835,강원도,900. 기타,901. 기타,312753581,2013
836,경기도,010. 일반공공행정,011. 입법 및 선거관리,17432188,2013
837,경기도,010. 일반공공행정,013. 지방행정 및 재정지원,19094536,2013
838,경기도,010. 일반공공행정,014. 재정 및 금융,156778318,2013
839,경기도,010. 일반공공행정,016. 일반행정,2756413775,2013
840,경기도,020. 공공질서 및 안전,023. 경찰,0,2013
841,경기도,020. 공공질서 및 안전,025. 재난방재 및 민방위,181436097,2013
842,경기도,050. 교육,051. 유아 및 초중등 교육,2387371535,2013
843,경기도,050. 교육,052. 고등교육,1610400,2013
844,경기도,050. 교육,053. 평생 및 직업교육,17475635,2013
845,경기도,060. 문화 및 관광,061. 문화예술,69028700,2013
