key,region,cat1,cat2,amount,time
1249,울산광역시,050. 교육,051. 유아 및 초중등 교육,197647171,2013
1250,울산광역시,050. 교육,052. 고등교육,10283352,2013
1251,울산광역시,050. 교육,053. 평생 및 직업교육,1120652,2013
1252,울산광역시,060. 문화 및 관광,061. 문화예술,30248380,2013
1253,울산광역시,060. 문화 및 관광,062. 관광,12441564,2013
1254,울산광역시,060. 문화 및 관광,063. 체육,50704708,2013
1255,울산광역시,060. 문화 및 관광,064. 문화재,18414706,2013
1256,울산광역시,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
1257,울산광역시,070. 환경보호,071. 상하수도 및 수질,241200687,2013
1258,울산광역시,070. 환경보호,072. 폐기물,37017917,2013
1259,울산광역시,070. 환경보호,073. 대기,11602765,2013
1260,울산광역시,070. 환경보호,074. 자연,973392,2013
1261,울산광역시,070. 환경보호,075. 해양,0,2013
1262,울산광역시,070. 환경보호,076. 환경보호 일반,12033824,2013
1263,울산광역시,080. 사회복지,081. 기초생활보장,163860905,2013
1264,울산광역시,080. 사회복지,082. 취약계층지원,75677983,2013
1265,울산광역시,080. 사회복지,"084. 보육, 가족 및 여성",181317900,2013
1266,울산광역시,080. 사회복지,085. 노인 및 청소년,90247721,2013
1267,울산광역시,080. 사회복지,086. 노동,13459826,2013
1268,울산광역시,080. 사회복지,087. 보훈,1722765,2013
1269,울산광역시,080. 사회복지,088. 주택,0,2013
1270,울산광역시,080. 사회복지,089. 사회복지일반,0,2013
1271,울산광역시,090. 보건,091. 보건의료,17221359,2013
1272,울산광역시,090. 보건,093. 식품의약안전,1272008,2013
1273,울산광역시,100. 농림해양수산,101. 농업 및 농촌,31966928,2013
1274,울산광역시,100. 농림해양수산,102. 임업 및 산촌,14540337,2013
1275,울산광역시,100. 농림해양수산,103. 해양수산 및 어촌,14025655,2013
1276,울산광역시,110. 산업 및 중소기업,111. 산업금융지원,12413035,2013
1277,울산광역시,110. 산업 및 중소기업,112. 산업기술지원,0,2013
1278,울산광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,9074818,2013
1279,울산광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,43015931,2013
1280,울산광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,1122905,2013
1281,울산광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,1274439,2013
1282,울산광역시,120. 수송 및 교통,121. 도로,206403976,2013
1283,울산광역시,120. 수송 및 교통,123. 도시철도,0,2013
1284,울산광역시,120. 수송 및 교통,124. 해운 및 항만,16095,2013
1285,울산광역시,120. 수송 및 교통,125. 항공 및 공항,0,2013
1286,울산광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",95471145,2013
1287,울산광역시,140. 국토 및 지역개발,141. 수자원,21786600,2013
1288,울산광역시,140. 국토 및 지역개발,142. 지역 및 도시,68010353,2013
1289,울산광역시,140. 국토 및 지역개발,143. 산업단지,156351070,2013
1290,울산광역시,150. 과학기술,152. 과학기술연구지원,0,2013
1291,울산광역시,150. 과학기술,153. 과학기술일반,0,2013
1292,울산광역시,160. 예비비,161. 예비비,19201254,2013
1293,울산광역시,900. 기타,901. 기타,150110415,2013
1294,인천광역시,010. 일반공공행정,011. 입법 및 선거관리,5970891,2013
1295,인천광역시,010. 일반공공행정,013. 지방행정 및 재정지원,458248216,2013
1296,인천광역시,010. 일반공공행정,014. 재정 및 금융,341101370,2013
1297,인천광역시,010. 일반공공행정,016. 일반행정,75357644,2013
1298,인천광역시,020. 공공질서 및 안전,023. 경찰,0,2013
1299,인천광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,34476046,2013
1300,인천광역시,050. 교육,051. 유아 및 초중등 교육,498374021,2013
1301,인천광역시,050. 교육,052. 고등교육,30006659,2013
1302,인천광역시,050. 교육,053. 평생 및 직업교육,1645567,2013
1303,인천광역시,060. 문화 및 관광,061. 문화예술,53771201,2013
1304,인천광역시,060. 문화 및 관광,062. 관광,8663671,2013
1305,인천광역시,060. 문화 및 관광,063. 체육,601992192,2013
1306,인천광역시,060. 문화 및 관광,064. 문화재,20331633,2013
1307,인천광역시,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
1308,인천광역시,070. 환경보호,071. 상하수도 및 수질,374981529,2013
1309,인천광역시,070. 환경보호,072. 폐기물,63152167,2013
1310,인천광역시,070. 환경보호,073. 대기,30478165,2013
1311,인천광역시,070. 환경보호,074. 자연,1576825,2013
1312,인천광역시,070. 환경보호,075. 해양,9905906,2013
1313,인천광역시,070. 환경보호,076. 환경보호 일반,9428616,2013
1314,인천광역시,080. 사회복지,081. 기초생활보장,592578638,2013
1315,인천광역시,080. 사회복지,082. 취약계층지원,129966632,2013
1316,인천광역시,080. 사회복지,"084. 보육, 가족 및 여성",464689851,2013
1317,인천광역시,080. 사회복지,085. 노인 및 청소년,317245392,2013
1318,인천광역시,080. 사회복지,086. 노동,20299033,2013
1319,인천광역시,080. 사회복지,087. 보훈,14121643,2013
1320,인천광역시,080. 사회복지,088. 주택,12895243,2013
1321,인천광역시,080. 사회복지,089. 사회복지일반,32670283,2013
1322,인천광역시,090. 보건,091. 보건의료,108084982,2013
1323,인천광역시,090. 보건,093. 식품의약안전,1681962,2013
1324,인천광역시,100. 농림해양수산,101. 농업 및 농촌,63605537,2013
1325,인천광역시,100. 농림해양수산,102. 임업 및 산촌,13918719,2013
1326,인천광역시,100. 농림해양수산,103. 해양수산 및 어촌,27135091,2013
1327,인천광역시,110. 산업 및 중소기업,111. 산업금융지원,0,2013
1328,인천광역시,110. 산업 및 중소기업,112. 산업기술지원,0,2013
1329,인천광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,9421443,2013
1330,인천광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,44907229,2013
1331,인천광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,8532293,2013
1332,인천광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,24314909,2013
1333,인천광역시,120. 수송 및 교통,121. 도로,250627555,2013
1334,인천광역시,120. 수송 및 교통,123. 도시철도,270115075,2013
1335,인천광역시,120. 수송 및 교통,124. 해운 및 항만,0,2013
1336,인천광역시,120. 수송 및 교통,125. 항공 및 공항,0,2013
1337,인천광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",550803868,2013
1338,인천광역시,140. 국토 및 지역개발,141. 수자원,31690659,2013
1339,인천광역시,140. 국토 및 지역개발,142. 지역 및 도시,856305636,2013
1340,인천광역시,140. 국토 및 지역개발,143. 산업단지,0,2013
1341,인천광역시,150. 과학기술,152. 과학기술연구지원,0,2013
1342,인천광역시,150. 과학기술,153. 과학기술일반,16943304,2013
1343,인천광역시,160. 예비비,161. 예비비,48840119,2013
1344,인천광역시,900. 기타,901. 기타,445989645,2013
1345,전라남도,010. 일반공공행정,011. 입법 및 선거관리,5897245,2013
1346,전라남도,010. 일반공공행정,013. 지방행정 및 재정지원,249743057,2013
1347,전라남도,010. 일반공공행정,014. 재정 및 금융,0,2013
1348,전라남도,010. 일반공공행정,016. 일반행정,192033950,2013
1349,전라남도,020. 공공질서 및 안전,023. 경찰,0,2013
1350,전라남도,020. 공공질서 및 안전,025. 재난방재 및 민방위,244056515,2013
1351,전라남도,050. 교육,051. 유아 및 초중등 교육,133000000,2013
1352,전라남도,050. 교육,052. 고등교육,28830990,2013
1353,전라남도,050. 교육,053. 평생 및 직업교육,0,2013
1354,전라남도,060. 문화 및 관광,061. 문화예술,40977250,2013
1355,전라남도,060. 문화 및 관광,062. 관광,170889387,2013
1356,전라남도,060. 문화 및 관광,063. 체육,46816683,2013
1357,전라남도,060. 문화 및 관광,064. 문화재,53154988,2013
1358,전라남도,060. 문화 및 관광,065. 문화 및 관광 일반,8021187,2013
1359,전라남도,070. 환경보호,071. 상하수도 및 수질,328484660,2013
1360,전라남도,070. 환경보호,072. 폐기물,30953100,2013
1361,전라남도,070. 환경보호,073. 대기,5533209,2013
1362,전라남도,070. 환경보호,074. 자연,11403361,2013
1363,전라남도,070. 환경보호,075. 해양,25800302,2013
1364,전라남도,070. 환경보호,076. 환경보호 일반,5866500,2013
1365,전라남도,080. 사회복지,081. 기초생활보장,264271174,2013
1366,전라남도,080. 사회복지,082. 취약계층지원,158519694,2013
1367,전라남도,080. 사회복지,"084. 보육, 가족 및 여성",306744870,2013
1368,전라남도,080. 사회복지,085. 노인 및 청소년,399764300,2013
1369,전라남도,080. 사회복지,086. 노동,0,2013
1370,전라남도,080. 사회복지,087. 보훈,421400,2013
1371,전라남도,080. 사회복지,088. 주택,0,2013
1372,전라남도,080. 사회복지,089. 사회복지일반,24576956,2013
1373,전라남도,090. 보건,091. 보건의료,66916458,2013
1374,전라남도,090. 보건,093. 식품의약안전,0,2013
1375,전라남도,100. 농림해양수산,101. 농업 및 농촌,722664305,2013
1376,전라남도,100. 농림해양수산,102. 임업 및 산촌,184141402,2013
1377,전라남도,100. 농림해양수산,103. 해양수산 및 어촌,120821953,2013
1378,전라남도,110. 산업 및 중소기업,111. 산업금융지원,0,2013
1379,전라남도,110. 산업 및 중소기업,112. 산업기술지원,4520500,2013
1380,전라남도,110. 산업 및 중소기업,113. 무역 및 투자유치,11526120,2013
1381,전라남도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,6081000,2013
1382,전라남도,110. 산업 및 중소기업,115. 에너지 및 자원개발,16599764,2013
1383,전라남도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,39918327,2013
1384,전라남도,120. 수송 및 교통,121. 도로,224155001,2013
1385,전라남도,120. 수송 및 교통,123. 도시철도,0,2013
1386,전라남도,120. 수송 및 교통,124. 해운 및 항만,16018903,2013
1387,전라남도,120. 수송 및 교통,125. 항공 및 공항,0,2013
1388,전라남도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",26867773,2013
1389,전라남도,140. 국토 및 지역개발,141. 수자원,85018831,2013
1390,전라남도,140. 국토 및 지역개발,142. 지역 및 도시,228041610,2013
1391,전라남도,140. 국토 및 지역개발,143. 산업단지,0,2013
1392,전라남도,150. 과학기술,152. 과학기술연구지원,1140040,2013
1393,전라남도,150. 과학기술,153. 과학기술일반,0,2013
1394,전라남도,160. 예비비,161. 예비비,55497014,2013
1395,전라남도,900. 기타,901. 기타,311393059,2013
1396,전라북도,010. 일반공공행정,011. 입법 및 선거관리,4605539,2013
1397,전라북도,010. 일반공공행정,013. 지방행정 및 재정지원,217346184,2013
1398,전라북도,010. 일반공공행정,014. 재정 및 금융,42404854,2013
1399,전라북도,010. 일반공공행정,016. 일반행정,91800691,2013
1400,전라북도,020. 공공질서 및 안전,023. 경찰,0,2013
1401,전라북도,020. 공공질서 및 안전,025. 재난방재 및 민방위,119496696,2013
1402,전라북도,050. 교육,051. 유아 및 초중등 교육,192812634,2013
1403,전라북도,050. 교육,052. 고등교육,105800,2013
1404,전라북도,050. 교육,053. 평생 및 직업교육,5603873,2013
1405,전라북도,060. 문화 및 관광,061. 문화예술,43865812,2013
1406,전라북도,060. 문화 및 관광,062. 관광,36325932,2013
1407,전라북도,060. 문화 및 관광,063. 체육,45500765,2013
1408,전라북도,060. 문화 및 관광,064. 문화재,28900221,2013
1409,전라북도,060. 문화 및 관광,065. 문화 및 관광 일반,43995981,2013
1410,전라북도,070. 환경보호,071. 상하수도 및 수질,344631447,2013
1411,전라북도,070. 환경보호,072. 폐기물,11786659,2013
1412,전라북도,070. 환경보호,073. 대기,5746019,2013
1413,전라북도,070. 환경보호,074. 자연,4061199,2013
1414,전라북도,070. 환경보호,075. 해양,0,2013
1415,전라북도,070. 환경보호,076. 환경보호 일반,752800,2013
1416,전라북도,080. 사회복지,081. 기초생활보장,737952641,2013
1417,전라북도,080. 사회복지,082. 취약계층지원,128522397,2013
1418,전라북도,080. 사회복지,"084. 보육, 가족 및 여성",270953368,2013
1419,전라북도,080. 사회복지,085. 노인 및 청소년,298282614,2013
1420,전라북도,080. 사회복지,086. 노동,11264202,2013
1421,전라북도,080. 사회복지,087. 보훈,503000,2013
1422,전라북도,080. 사회복지,088. 주택,0,2013
1423,전라북도,080. 사회복지,089. 사회복지일반,17996716,2013
1424,전라북도,090. 보건,091. 보건의료,60387667,2013
1425,전라북도,090. 보건,093. 식품의약안전,886889,2013
1426,전라북도,100. 농림해양수산,101. 농업 및 농촌,583928967,2013
1427,전라북도,100. 농림해양수산,102. 임업 및 산촌,103274285,2013
1428,전라북도,100. 농림해양수산,103. 해양수산 및 어촌,36436919,2013
1429,전라북도,110. 산업 및 중소기업,111. 산업금융지원,0,2013
1430,전라북도,110. 산업 및 중소기업,112. 산업기술지원,9805000,2013
1431,전라북도,110. 산업 및 중소기업,113. 무역 및 투자유치,33356028,2013
1432,전라북도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,44681381,2013
1433,전라북도,110. 산업 및 중소기업,115. 에너지 및 자원개발,10563285,2013
1434,전라북도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,22548800,2013
1435,전라북도,120. 수송 및 교통,121. 도로,121415256,2013
1436,전라북도,120. 수송 및 교통,123. 도시철도,0,2013
1437,전라북도,120. 수송 및 교통,124. 해운 및 항만,1231120,2013
1438,전라북도,120. 수송 및 교통,125. 항공 및 공항,198000,2013
1439,전라북도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",30210555,2013
1440,전라북도,140. 국토 및 지역개발,141. 수자원,153464900,2013
1441,전라북도,140. 국토 및 지역개발,142. 지역 및 도시,125726300,2013
1442,전라북도,140. 국토 및 지역개발,143. 산업단지,22841346,2013
1443,전라북도,150. 과학기술,152. 과학기술연구지원,15564500,2013
1444,전라북도,150. 과학기술,153. 과학기술일반,0,2013
1445,전라북도,160. 예비비,161. 예비비,43390838,2013
1446,전라북도,900. 기타,901. 기타,272587713,2013
1447,제주도,010. 일반공공행정,011. 입법 및 선거관리,7157723,2013
1448,제주도,010. 일반공공행정,013. 지방행정 및 재정지원,278371358,2013
1449,제주도,010. 일반공공행정,014. 재정 및 금융,0,2013
1450,제주도,010. 일반공공행정,016. 일반행정,154751546,2013
1451,제주도,020. 공공질서 및 안전,023. 경찰,1211676,2013
1452,제주도,020. 공공질서 및 안전,025. 재난방재 및 민방위,129632976,2013
1453,제주도,050. 교육,051. 유아 및 초중등 교육,43459106,2013
1454,제주도,050. 교육,052. 고등교육,738000,2013
1455,제주도,050. 교육,053. 평생 및 직업교육,2988919,2013
1456,제주도,060. 문화 및 관광,061. 문화예술,71419285,2013
1457,제주도,060. 문화 및 관광,062. 관광,29684687,2013
1458,제주도,060. 문화 및 관광,063. 체육,66707056,2013
1459,제주도,060. 문화 및 관광,064. 문화재,23129779,2013
1460,제주도,060. 문화 및 관광,065. 문화 및 관광 일반,19198434,2013
1461,제주도,070. 환경보호,071. 상하수도 및 수질,265651297,2013
1462,제주도,070. 환경보호,072. 폐기물,46064470,2013
1463,제주도,070. 환경보호,073. 대기,2167388,2013
1464,제주도,070. 환경보호,074. 자연,16804989,2013
1465,제주도,070. 환경보호,075. 해양,12645933,2013
1466,제주도,070. 환경보호,076. 환경보호 일반,4408418,2013
1467,제주도,080. 사회복지,081. 기초생활보장,165576353,2013
1468,제주도,080. 사회복지,082. 취약계층지원,91379097,2013
1469,제주도,080. 사회복지,"084. 보육, 가족 및 여성",246504570,2013
1470,제주도,080. 사회복지,085. 노인 및 청소년,121083464,2013
1471,제주도,080. 사회복지,086. 노동,13456985,2013
1472,제주도,080. 사회복지,087. 보훈,5015490,2013
1473,제주도,080. 사회복지,088. 주택,2176705,2013
1474,제주도,080. 사회복지,089. 사회복지일반,2592619,2013
1475,제주도,090. 보건,091. 보건의료,33645450,2013
1476,제주도,090. 보건,093. 식품의약안전,986376,2013
1477,제주도,100. 농림해양수산,101. 농업 및 농촌,326824758,2013
1478,제주도,100. 농림해양수산,102. 임업 및 산촌,21328262,2013
1479,제주도,100. 농림해양수산,103. 해양수산 및 어촌,88764662,2013
1480,제주도,110. 산업 및 중소기업,111. 산업금융지원,0,2013
1481,제주도,110. 산업 및 중소기업,112. 산업기술지원,0,2013
1482,제주도,110. 산업 및 중소기업,113. 무역 및 투자유치,12423586,2013
1483,제주도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,32159889,2013
1484,제주도,110. 산업 및 중소기업,115. 에너지 및 자원개발,20750711,2013
1485,제주도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,23978390,2013
1486,제주도,120. 수송 및 교통,121. 도로,170367169,2013
1487,제주도,120. 수송 및 교통,123. 도시철도,0,2013
1488,제주도,120. 수송 및 교통,124. 해운 및 항만,103746730,2013
1489,제주도,120. 수송 및 교통,125. 항공 및 공항,309080,2013
1490,제주도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",84614920,2013
1491,제주도,140. 국토 및 지역개발,141. 수자원,0,2013
1492,제주도,140. 국토 및 지역개발,142. 지역 및 도시,131559294,2013
1493,제주도,140. 국토 및 지역개발,143. 산업단지,0,2013
1494,제주도,150. 과학기술,152. 과학기술연구지원,0,2013
1495,제주도,150. 과학기술,153. 과학기술일반,1692332,2013
1496,제주도,160. 예비비,161. 예비비,25657402,2013
1497,제주도,900. 기타,901. 기타,463897828,2013
1498,충청남도,010. 일반공공행정,011. 입법 및 선거관리,4223867,2013
1499,충청남도,010. 일반공공행정,013. 지방행정 및 재정지원,274333907,2013
1500,충청남도,010. 일반공공행정,014. 재정 및 금융,282500000,2013
1501,충청남도,010. 일반공공행정,016. 일반행정,63758390,2013
1502,충청남도,020. 공공질서 및 안전,023. 경찰,0,2013
1503,충청남도,020. 공공질서 및 안전,025. 재난방재 및 민방위,246935853,2013
1504,충청남도,050. 교육,051. 유아 및 초중등 교육,231599748,2013
1505,충청남도,050. 교육,052. 고등교육,15894891,2013
1506,충청남도,050. 교육,053. 평생 및 직업교육,5150854,2013
1507,충청남도,060. 문화 및 관광,061. 문화예술,63795973,2013
1508,충청남도,060. 문화 및 관광,062. 관광,21646750,2013
1509,충청남도,060. 문화 및 관광,063. 체육,52979355,2013
1510,충청남도,060. 문화 및 관광,064. 문화재,0,2013
1511,충청남도,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
1512,충청남도,070. 환경보호,071. 상하수도 및 수질,318162543,2013
1513,충청남도,070. 환경보호,072. 폐기물,10966700,2013
1514,충청남도,070. 환경보호,073. 대기,4022850,2013
1515,충청남도,070. 환경보호,074. 자연,3824100,2013
1516,충청남도,070. 환경보호,075. 해양,0,2013
1517,충청남도,070. 환경보호,076. 환경보호 일반,6831575,2013
1518,충청남도,080. 사회복지,081. 기초생활보장,471087892,2013
1519,충청남도,080. 사회복지,082. 취약계층지원,122030641,2013
1520,충청남도,080. 사회복지,"084. 보육, 가족 및 여성",268069427,2013
1521,충청남도,080. 사회복지,085. 노인 및 청소년,274608092,2013
1522,충청남도,080. 사회복지,086. 노동,9660587,2013
1523,충청남도,080. 사회복지,087. 보훈,2618037,2013
1524,충청남도,080. 사회복지,088. 주택,5011500,2013
1525,충청남도,080. 사회복지,089. 사회복지일반,11416406,2013
1526,충청남도,090. 보건,091. 보건의료,70290513,2013
1527,충청남도,090. 보건,093. 식품의약안전,4481232,2013
1528,충청남도,100. 농림해양수산,101. 농업 및 농촌,594590690,2013
1529,충청남도,100. 농림해양수산,102. 임업 및 산촌,126563545,2013
1530,충청남도,100. 농림해양수산,103. 해양수산 및 어촌,66260697,2013
1531,충청남도,110. 산업 및 중소기업,111. 산업금융지원,35213500,2013
1532,충청남도,110. 산업 및 중소기업,112. 산업기술지원,5205000,2013
1533,충청남도,110. 산업 및 중소기업,113. 무역 및 투자유치,8371100,2013
1534,충청남도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,21942489,2013
1535,충청남도,110. 산업 및 중소기업,115. 에너지 및 자원개발,7363000,2013
1536,충청남도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,1465550,2013
1537,충청남도,120. 수송 및 교통,121. 도로,172672085,2013
1538,충청남도,120. 수송 및 교통,123. 도시철도,0,2013
1539,충청남도,120. 수송 및 교통,124. 해운 및 항만,0,2013
1540,충청남도,120. 수송 및 교통,125. 항공 및 공항,0,2013
1541,충청남도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",49503428,2013
1542,충청남도,140. 국토 및 지역개발,141. 수자원,23296000,2013
1543,충청남도,140. 국토 및 지역개발,142. 지역 및 도시,259068571,2013
1544,충청남도,140. 국토 및 지역개발,143. 산업단지,36833000,2013
1545,충청남도,150. 과학기술,152. 과학기술연구지원,120000,2013
1546,충청남도,150. 과학기술,153. 과학기술일반,6534850,2013
1547,충청남도,160. 예비비,161. 예비비,47331032,2013
1548,충청남도,900. 기타,901. 기타,278463780,2013
1549,충청북도,010. 일반공공행정,011. 입법 및 선거관리,4946456,2013
1550,충청북도,010. 일반공공행정,013. 지방행정 및 재정지원,441269793,2013
1551,충청북도,010. 일반공공행정,014. 재정 및 금융,0,2013
1552,충청북도,010. 일반공공행정,016. 일반행정,41122882,2013
1553,충청북도,020. 공공질서 및 안전,023. 경찰,0,2013
1554,충청북도,020. 공공질서 및 안전,025. 재난방재 및 민방위,205739336,2013
1555,충청북도,050. 교육,051. 유아 및 초중등 교육,146134600,2013
1556,충청북도,050. 교육,052. 고등교육,29444487,2013
1557,충청북도,050. 교육,053. 평생 및 직업교육,300000,2013
1558,충청북도,060. 문화 및 관광,061. 문화예술,21612994,2013
1559,충청북도,060. 문화 및 관광,062. 관광,26487758,2013
1560,충청북도,060. 문화 및 관광,063. 체육,36071655,2013
1561,충청북도,060. 문화 및 관광,064. 문화재,15060188,2013
1562,충청북도,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
1563,충청북도,070. 환경보호,071. 상하수도 및 수질,177828106,2013
1564,충청북도,070. 환경보호,072. 폐기물,17360535,2013
1565,충청북도,070. 환경보호,073. 대기,8056518,2013
1566,충청북도,070. 환경보호,074. 자연,4656620,2013
1567,충청북도,070. 환경보호,075. 해양,0,2013
1568,충청북도,070. 환경보호,076. 환경보호 일반,0,2013
1569,충청북도,080. 사회복지,081. 기초생활보장,403549651,2013
1570,충청북도,080. 사회복지,082. 취약계층지원,121720492,2013
1571,충청북도,080. 사회복지,"084. 보육, 가족 및 여성",225389521,2013
1572,충청북도,080. 사회복지,085. 노인 및 청소년,205395133,2013
1573,충청북도,080. 사회복지,086. 노동,14060353,2013
1574,충청북도,080. 사회복지,087. 보훈,508300,2013
1575,충청북도,080. 사회복지,088. 주택,11402648,2013
1576,충청북도,080. 사회복지,089. 사회복지일반,17600000,2013
1577,충청북도,090. 보건,091. 보건의료,64338513,2013
1578,충청북도,090. 보건,093. 식품의약안전,10336938,2013
1579,충청북도,100. 농림해양수산,101. 농업 및 농촌,305863288,2013
1580,충청북도,100. 농림해양수산,102. 임업 및 산촌,80868991,2013
1581,충청북도,100. 농림해양수산,103. 해양수산 및 어촌,5298802,2013
1582,충청북도,110. 산업 및 중소기업,111. 산업금융지원,7748500,2013
1583,충청북도,110. 산업 및 중소기업,112. 산업기술지원,4679450,2013
1584,충청북도,110. 산업 및 중소기업,113. 무역 및 투자유치,27304628,2013
1585,충청북도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,52060349,2013
1586,충청북도,110. 산업 및 중소기업,115. 에너지 및 자원개발,2596887,2013
1587,충청북도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,0,2013
1588,충청북도,120. 수송 및 교통,121. 도로,194053217,2013
1589,충청북도,120. 수송 및 교통,123. 도시철도,0,2013
1590,충청북도,120. 수송 및 교통,124. 해운 및 항만,0,2013
1591,충청북도,120. 수송 및 교통,125. 항공 및 공항,1380000,2013
1592,충청북도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",19230104,2013
1593,충청북도,140. 국토 및 지역개발,141. 수자원,0,2013
1594,충청북도,140. 국토 및 지역개발,142. 지역 및 도시,65555698,2013
1595,충청북도,140. 국토 및 지역개발,143. 산업단지,55748044,2013
1596,충청북도,150. 과학기술,152. 과학기술연구지원,0,2013
1597,충청북도,150. 과학기술,153. 과학기술일반,0,2013
1598,충청북도,160. 예비비,161. 예비비,39826242,2013
1599,충청북도,900. 기타,901. 기타,225473121,2013
1600,부산광역시,010. 일반공공행정,011. 입법 및 선거관리,26127910,2014
1601,부산광역시,010. 일반공공행정,013. 지방행정 및 재정지원,555871253,2014
1602,부산광역시,010. 일반공공행정,014. 재정 및 금융,0,2014
1603,부산광역시,010. 일반공공행정,016. 일반행정,350886789,2014
1604,부산광역시,020. 공공질서 및 안전,023. 경찰,0,2014
1605,부산광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,126125391,2014
1606,부산광역시,050. 교육,051. 유아 및 초중등 교육,558795590,2014
1607,부산광역시,050. 교육,052. 고등교육,0,2014
1608,부산광역시,050. 교육,053. 평생 및 직업교육,11072785,2014
1609,부산광역시,060. 문화 및 관광,061. 문화예술,132121632,2014
1610,부산광역시,060. 문화 및 관광,062. 관광,19353115,2014
1611,부산광역시,060. 문화 및 관광,063. 체육,113182053,2014
1612,부산광역시,060. 문화 및 관광,064. 문화재,27978678,2014
1613,부산광역시,060. 문화 및 관광,065. 문화 및 관광 일반,0,2014
1614,부산광역시,070. 환경보호,071. 상하수도 및 수질,15005916,2014
1615,부산광역시,070. 환경보호,072. 폐기물,33652756,2014
1616,부산광역시,070. 환경보호,073. 대기,21190097,2014
1617,부산광역시,070. 환경보호,074. 자연,4432261,2014
1618,부산광역시,070. 환경보호,075. 해양,0,2014
1619,부산광역시,070. 환경보호,076. 환경보호 일반,5797988,2014
1620,부산광역시,080. 사회복지,081. 기초생활보장,1131085020,2014
1621,부산광역시,080. 사회복지,082. 취약계층지원,454165118,2014
1622,부산광역시,080. 사회복지,"084. 보육, 가족 및 여성",465810582,2014
1623,부산광역시,080. 사회복지,085. 노인 및 청소년,666286312,2014
1624,부산광역시,080. 사회복지,086. 노동,39035853,2014
1625,부산광역시,080. 사회복지,087. 보훈,8410500,2014
1626,부산광역시,080. 사회복지,088. 주택,0,2014
1627,부산광역시,080. 사회복지,089. 사회복지일반,0,2014
1628,부산광역시,090. 보건,091. 보건의료,88318464,2014
1629,부산광역시,090. 보건,093. 식품의약안전,3918913,2014
1630,부산광역시,100. 농림해양수산,101. 농업 및 농촌,27586240,2014
1631,부산광역시,100. 농림해양수산,102. 임업 및 산촌,41985080,2014
1632,부산광역시,100. 농림해양수산,103. 해양수산 및 어촌,74521068,2014
1633,부산광역시,110. 산업 및 중소기업,111. 산업금융지원,0,2014
1634,부산광역시,110. 산업 및 중소기업,112. 산업기술지원,26817993,2014
1635,부산광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,95684030,2014
1636,부산광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,107929813,2014
1637,부산광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,34987566,2014
1638,부산광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,0,2014
1639,부산광역시,120. 수송 및 교통,121. 도로,517113500,2014
1640,부산광역시,120. 수송 및 교통,123. 도시철도,602563236,2014
1641,부산광역시,120. 수송 및 교통,124. 해운 및 항만,0,2014
1642,부산광역시,120. 수송 및 교통,125. 항공 및 공항,0,2014
1643,부산광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",443207302,2014
1644,부산광역시,140. 국토 및 지역개발,141. 수자원,45066342,2014
1645,부산광역시,140. 국토 및 지역개발,142. 지역 및 도시,295066531,2014
1646,부산광역시,140. 국토 및 지역개발,143. 산업단지,7482228,2014
1647,부산광역시,150. 과학기술,152. 과학기술연구지원,0,2014
1648,부산광역시,150. 과학기술,153. 과학기술일반,0,2014
1649,부산광역시,160. 예비비,161. 예비비,66383734,2014
1650,부산광역시,900. 기타,901. 기타,467051703,2014
